"date","site","block","treatment","quad","species","tissue","biomass_category","growth_form","mass_g"
2012-08-01,"MAT06","3","F5","5","Carex bigelowii","rhizome","below","Graminoids",0
2012-08-01,"MAT06","1","F5","1","Carex bigelowii","standing dead","litter","Graminoids",9.734
2012-08-01,"MAT06","1","F5","2","Carex bigelowii","standing dead","litter","Graminoids",0.49
2012-08-01,"MAT06","1","F5","3","Carex bigelowii","standing dead","litter","Graminoids",2.392
2012-08-01,"MAT06","1","F5","4","Carex bigelowii","standing dead","litter","Graminoids",0.3
2012-08-01,"MAT06","1","F5","5","Carex bigelowii","standing dead","litter","Graminoids",0.489
2012-08-01,"MAT06","2","F5","1","Carex bigelowii","standing dead","litter","Graminoids",2.514
2012-08-01,"MAT06","2","F5","2","Carex bigelowii","standing dead","litter","Graminoids",0.162
2012-08-01,"MAT06","2","F5","3","Carex bigelowii","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","2","F5","4","Carex bigelowii","standing dead","litter","Graminoids",0.478
2012-08-01,"MAT06","2","F5","5","Carex bigelowii","standing dead","litter","Graminoids",0.81
2012-08-01,"MAT06","3","F5","1","Carex bigelowii","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","3","F5","2","Carex bigelowii","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","3","F5","3","Carex bigelowii","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","3","F5","4","Carex bigelowii","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","3","F5","5","Carex bigelowii","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","1","F5","1","Calamagrostis lapponica","blade","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","2","Calamagrostis lapponica","blade","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","3","Calamagrostis lapponica","blade","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","4","Calamagrostis lapponica","blade","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","5","Calamagrostis lapponica","blade","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","1","Calamagrostis lapponica","blade","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","2","Calamagrostis lapponica","blade","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","3","Calamagrostis lapponica","blade","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","4","Calamagrostis lapponica","blade","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","5","Calamagrostis lapponica","blade","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","1","Calamagrostis lapponica","blade","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","2","Calamagrostis lapponica","blade","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","3","Calamagrostis lapponica","blade","new above","Graminoids",0.039
2012-08-01,"MAT06","3","F5","4","Calamagrostis lapponica","blade","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","5","Calamagrostis lapponica","blade","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","1","Calamagrostis lapponica","sheath","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","2","Calamagrostis lapponica","sheath","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","3","Calamagrostis lapponica","sheath","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","4","Calamagrostis lapponica","sheath","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","5","Calamagrostis lapponica","sheath","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","1","Calamagrostis lapponica","sheath","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","2","Calamagrostis lapponica","sheath","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","3","Calamagrostis lapponica","sheath","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","4","Calamagrostis lapponica","sheath","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","5","Calamagrostis lapponica","sheath","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","1","Calamagrostis lapponica","sheath","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","2","Calamagrostis lapponica","sheath","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","3","Calamagrostis lapponica","sheath","new above","Graminoids",0.016
2012-08-01,"MAT06","3","F5","4","Calamagrostis lapponica","sheath","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","5","Calamagrostis lapponica","sheath","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","1","Calamagrostis lapponica","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","2","Calamagrostis lapponica","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","3","Calamagrostis lapponica","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","4","Calamagrostis lapponica","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","5","Calamagrostis lapponica","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","1","Calamagrostis lapponica","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","2","Calamagrostis lapponica","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","3","Calamagrostis lapponica","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","4","Calamagrostis lapponica","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","5","Calamagrostis lapponica","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","1","Calamagrostis lapponica","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","2","Calamagrostis lapponica","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","3","Calamagrostis lapponica","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","4","Calamagrostis lapponica","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","5","Calamagrostis lapponica","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","1","Calamagrostis lapponica","rhizome","below","Graminoids",0
2012-08-01,"MAT06","1","F5","2","Calamagrostis lapponica","rhizome","below","Graminoids",0
2012-08-01,"MAT06","1","F5","3","Calamagrostis lapponica","rhizome","below","Graminoids",0
2012-08-01,"MAT06","1","F5","4","Calamagrostis lapponica","rhizome","below","Graminoids",0
2012-08-01,"MAT06","1","F5","5","Calamagrostis lapponica","rhizome","below","Graminoids",0
2012-08-01,"MAT06","2","F5","1","Calamagrostis lapponica","rhizome","below","Graminoids",0
2012-08-01,"MAT06","2","F5","2","Calamagrostis lapponica","rhizome","below","Graminoids",0
2012-08-01,"MAT06","2","F5","3","Calamagrostis lapponica","rhizome","below","Graminoids",0
2012-08-01,"MAT06","2","F5","4","Calamagrostis lapponica","rhizome","below","Graminoids",0
2012-08-01,"MAT06","2","F5","5","Calamagrostis lapponica","rhizome","below","Graminoids",0
2012-08-01,"MAT06","3","F5","1","Calamagrostis lapponica","rhizome","below","Graminoids",0.12
2012-08-01,"MAT06","3","F5","2","Calamagrostis lapponica","rhizome","below","Graminoids",0
2012-08-01,"MAT06","3","F5","3","Calamagrostis lapponica","rhizome","below","Graminoids",0.074
2012-08-01,"MAT06","3","F5","4","Calamagrostis lapponica","rhizome","below","Graminoids",0
2012-08-01,"MAT06","3","F5","5","Calamagrostis lapponica","rhizome","below","Graminoids",0
2012-08-01,"MAT06","1","F5","1","Calamagrostis lapponica","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","1","F5","2","Calamagrostis lapponica","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","1","F5","3","Calamagrostis lapponica","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","1","F5","4","Calamagrostis lapponica","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","1","F5","5","Calamagrostis lapponica","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","2","F5","1","Calamagrostis lapponica","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","2","F5","2","Calamagrostis lapponica","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","2","F5","3","Calamagrostis lapponica","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","2","F5","4","Calamagrostis lapponica","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","2","F5","5","Calamagrostis lapponica","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","3","F5","1","Calamagrostis lapponica","standing dead","litter","Graminoids",0.4
2012-08-01,"MAT06","3","F5","2","Calamagrostis lapponica","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","3","F5","3","Calamagrostis lapponica","standing dead","litter","Graminoids",0.239
2012-08-01,"MAT06","3","F5","4","Calamagrostis lapponica","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","3","F5","5","Calamagrostis lapponica","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","1","F5","1","Arctograstis latifolia","blade","new above","Graminoids",0.251
2012-08-01,"MAT06","1","F5","2","Arctograstis latifolia","blade","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","3","Arctograstis latifolia","blade","new above","Graminoids",0.451
2012-08-01,"MAT06","1","F5","4","Arctograstis latifolia","blade","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","5","Arctograstis latifolia","blade","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","1","Arctograstis latifolia","blade","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","2","Arctograstis latifolia","blade","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","3","Arctograstis latifolia","blade","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","4","Arctograstis latifolia","blade","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","5","Arctograstis latifolia","blade","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","1","Arctograstis latifolia","blade","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","2","Arctograstis latifolia","blade","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","3","Arctograstis latifolia","blade","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","4","Arctograstis latifolia","blade","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","5","Arctograstis latifolia","blade","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","1","Arctograstis latifolia","sheath","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","2","Arctograstis latifolia","sheath","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","3","Arctograstis latifolia","sheath","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","4","Arctograstis latifolia","sheath","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","5","Arctograstis latifolia","sheath","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","1","Arctograstis latifolia","sheath","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","2","Arctograstis latifolia","sheath","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","3","Arctograstis latifolia","sheath","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","4","Arctograstis latifolia","sheath","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","5","Arctograstis latifolia","sheath","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","1","Arctograstis latifolia","sheath","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","2","Arctograstis latifolia","sheath","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","3","Arctograstis latifolia","sheath","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","4","Arctograstis latifolia","sheath","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","5","Arctograstis latifolia","sheath","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","1","Arctograstis latifolia","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","2","Arctograstis latifolia","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","3","Arctograstis latifolia","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","4","Arctograstis latifolia","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","5","Arctograstis latifolia","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","1","Arctograstis latifolia","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","2","Arctograstis latifolia","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","3","Arctograstis latifolia","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","4","Arctograstis latifolia","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","5","Arctograstis latifolia","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","1","Arctograstis latifolia","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","2","Arctograstis latifolia","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","3","Arctograstis latifolia","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","4","Arctograstis latifolia","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","5","Arctograstis latifolia","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","1","Arctograstis latifolia","rhizome","below","Graminoids",0.292
2012-08-01,"MAT06","1","F5","2","Arctograstis latifolia","rhizome","below","Graminoids",0
2012-08-01,"MAT06","1","F5","3","Arctograstis latifolia","rhizome","below","Graminoids",0.136
2012-08-01,"MAT06","1","F5","4","Arctograstis latifolia","rhizome","below","Graminoids",0
2012-08-01,"MAT06","1","F5","5","Arctograstis latifolia","rhizome","below","Graminoids",0
2012-08-01,"MAT06","2","F5","1","Arctograstis latifolia","rhizome","below","Graminoids",0
2012-08-01,"MAT06","2","F5","2","Arctograstis latifolia","rhizome","below","Graminoids",0
2012-08-01,"MAT06","2","F5","3","Arctograstis latifolia","rhizome","below","Graminoids",0
2012-08-01,"MAT06","2","F5","4","Arctograstis latifolia","rhizome","below","Graminoids",0
2012-08-01,"MAT06","2","F5","5","Arctograstis latifolia","rhizome","below","Graminoids",0
2012-08-01,"MAT06","3","F5","1","Arctograstis latifolia","rhizome","below","Graminoids",0
2012-08-01,"MAT06","3","F5","2","Arctograstis latifolia","rhizome","below","Graminoids",0
2012-08-01,"MAT06","3","F5","3","Arctograstis latifolia","rhizome","below","Graminoids",0
2012-08-01,"MAT06","3","F5","4","Arctograstis latifolia","rhizome","below","Graminoids",0
2012-08-01,"MAT06","3","F5","5","Arctograstis latifolia","rhizome","below","Graminoids",0
2012-08-01,"MAT06","1","F5","1","Arctograstis latifolia","standing dead","litter","Graminoids",0.603
2012-08-01,"MAT06","1","F5","2","Arctograstis latifolia","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","1","F5","3","Arctograstis latifolia","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","1","F5","4","Arctograstis latifolia","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","1","F5","5","Arctograstis latifolia","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","2","F5","1","Arctograstis latifolia","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","2","F5","2","Arctograstis latifolia","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","2","F5","3","Arctograstis latifolia","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","2","F5","4","Arctograstis latifolia","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","2","F5","5","Arctograstis latifolia","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","3","F5","1","Arctograstis latifolia","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","3","F5","2","Arctograstis latifolia","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","3","F5","3","Arctograstis latifolia","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","3","F5","4","Arctograstis latifolia","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","3","F5","5","Arctograstis latifolia","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","1","F5","1","Unknown graminoid","blade","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","2","Unknown graminoid","blade","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","3","Unknown graminoid","blade","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","4","Unknown graminoid","blade","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","5","Unknown graminoid","blade","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","1","Unknown graminoid","blade","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","2","Unknown graminoid","blade","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","3","Unknown graminoid","blade","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","4","Unknown graminoid","blade","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","5","Unknown graminoid","blade","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","1","Unknown graminoid","blade","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","2","Unknown graminoid","blade","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","3","Unknown graminoid","blade","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","4","Unknown graminoid","blade","new above","Graminoids",0.377
2012-08-01,"MAT06","3","F5","5","Unknown graminoid","blade","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","1","Unknown graminoid","sheath","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","2","Unknown graminoid","sheath","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","3","Unknown graminoid","sheath","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","4","Unknown graminoid","sheath","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","5","Unknown graminoid","sheath","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","1","Unknown graminoid","sheath","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","2","Unknown graminoid","sheath","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","3","Unknown graminoid","sheath","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","4","Unknown graminoid","sheath","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","5","Unknown graminoid","sheath","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","1","Unknown graminoid","sheath","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","2","Unknown graminoid","sheath","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","3","Unknown graminoid","sheath","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","4","Unknown graminoid","sheath","new above","Graminoids",0.046
2012-08-01,"MAT06","3","F5","5","Unknown graminoid","sheath","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","1","Unknown graminoid","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","2","Unknown graminoid","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","3","Unknown graminoid","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","4","Unknown graminoid","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","5","Unknown graminoid","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","1","Unknown graminoid","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","2","Unknown graminoid","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","3","Unknown graminoid","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","4","Unknown graminoid","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","2","F5","5","Unknown graminoid","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","1","Unknown graminoid","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","2","Unknown graminoid","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","3","Unknown graminoid","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","4","Unknown graminoid","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","3","F5","5","Unknown graminoid","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","1","F5","1","Unknown graminoid","rhizome","below","Graminoids",0
2012-08-01,"MAT06","1","F5","2","Unknown graminoid","rhizome","below","Graminoids",0
2012-08-01,"MAT06","1","F5","3","Unknown graminoid","rhizome","below","Graminoids",0
2012-08-01,"MAT06","1","F5","4","Unknown graminoid","rhizome","below","Graminoids",0
2012-08-01,"MAT06","1","F5","5","Unknown graminoid","rhizome","below","Graminoids",0
2012-08-01,"MAT06","2","F5","1","Unknown graminoid","rhizome","below","Graminoids",0
2012-08-01,"MAT06","2","F5","2","Unknown graminoid","rhizome","below","Graminoids",0
2012-08-01,"MAT06","2","F5","3","Unknown graminoid","rhizome","below","Graminoids",0
2012-08-01,"MAT06","2","F5","4","Unknown graminoid","rhizome","below","Graminoids",0
2012-08-01,"MAT06","2","F5","5","Unknown graminoid","rhizome","below","Graminoids",0
2012-08-01,"MAT06","3","F5","1","Unknown graminoid","rhizome","below","Graminoids",0
2012-08-01,"MAT06","3","F5","2","Unknown graminoid","rhizome","below","Graminoids",0
2012-08-01,"MAT06","3","F5","3","Unknown graminoid","rhizome","below","Graminoids",0
2012-08-01,"MAT06","3","F5","4","Unknown graminoid","rhizome","below","Graminoids",0.492
2012-08-01,"MAT06","3","F5","5","Unknown graminoid","rhizome","below","Graminoids",0
2012-08-01,"MAT06","1","F5","1","Unknown graminoid","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","1","F5","2","Unknown graminoid","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","1","F5","3","Unknown graminoid","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","1","F5","4","Unknown graminoid","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","1","F5","5","Unknown graminoid","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","2","F5","1","Unknown graminoid","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","2","F5","2","Unknown graminoid","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","2","F5","3","Unknown graminoid","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","2","F5","4","Unknown graminoid","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","2","F5","5","Unknown graminoid","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","3","F5","1","Unknown graminoid","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","3","F5","2","Unknown graminoid","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","3","F5","3","Unknown graminoid","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","3","F5","4","Unknown graminoid","standing dead","litter","Graminoids",1.79
2012-08-01,"MAT06","3","F5","5","Unknown graminoid","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","1","F5","1","Betula nana","new leaves","new above","Deciduous",0.663
2012-08-01,"MAT06","1","F5","2","Betula nana","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","1","F5","3","Betula nana","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","1","F5","4","Betula nana","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","1","F5","5","Betula nana","new leaves","new above","Deciduous",0.501
2012-08-01,"MAT06","2","F5","1","Betula nana","new leaves","new above","Deciduous",0.275
2012-08-01,"MAT06","2","F5","2","Betula nana","new leaves","new above","Deciduous",0.242
2012-08-01,"MAT06","2","F5","3","Betula nana","new leaves","new above","Deciduous",1.618
2012-08-01,"MAT06","2","F5","4","Betula nana","new leaves","new above","Deciduous",0.206
2012-08-01,"MAT06","2","F5","5","Betula nana","new leaves","new above","Deciduous",0.288
2012-08-01,"MAT06","3","F5","1","Betula nana","new leaves","new above","Deciduous",1.483
2012-08-01,"MAT06","3","F5","2","Betula nana","new leaves","new above","Deciduous",0.614
2012-08-01,"MAT06","3","F5","3","Betula nana","new leaves","new above","Deciduous",0.323
2012-08-01,"MAT06","3","F5","4","Betula nana","new leaves","new above","Deciduous",0.714
2012-08-01,"MAT06","3","F5","5","Betula nana","new leaves","new above","Deciduous",0.562
2012-08-01,"MAT06","1","F5","1","Betula nana","new stems","new above","Deciduous",0.247
2012-08-01,"MAT06","1","F5","2","Betula nana","new stems","new above","Deciduous",0
2012-08-01,"MAT06","1","F5","3","Betula nana","new stems","new above","Deciduous",0
2012-08-01,"MAT06","1","F5","4","Betula nana","new stems","new above","Deciduous",0
2012-08-01,"MAT06","1","F5","5","Betula nana","new stems","new above","Deciduous",0.084
2012-08-01,"MAT06","2","F5","1","Betula nana","new stems","new above","Deciduous",0.052
2012-08-01,"MAT06","2","F5","2","Betula nana","new stems","new above","Deciduous",0.11
2012-08-01,"MAT06","2","F5","3","Betula nana","new stems","new above","Deciduous",0.472
2012-08-01,"MAT06","2","F5","4","Betula nana","new stems","new above","Deciduous",0.082
2012-08-01,"MAT06","2","F5","5","Betula nana","new stems","new above","Deciduous",0.125
2012-08-01,"MAT06","3","F5","1","Betula nana","new stems","new above","Deciduous",0.299
2012-08-01,"MAT06","3","F5","2","Betula nana","new stems","new above","Deciduous",0.261
2012-08-01,"MAT06","3","F5","3","Betula nana","new stems","new above","Deciduous",0.074
2012-08-01,"MAT06","3","F5","4","Betula nana","new stems","new above","Deciduous",0.113
2012-08-01,"MAT06","3","F5","5","Betula nana","new stems","new above","Deciduous",0.429
2012-08-01,"MAT06","1","F5","1","Betula nana","old stems","old above","Deciduous",0.164
2012-08-01,"MAT06","1","F5","2","Betula nana","old stems","old above","Deciduous",0
2012-08-01,"MAT06","1","F5","3","Betula nana","old stems","old above","Deciduous",0
2012-08-01,"MAT06","1","F5","4","Betula nana","old stems","old above","Deciduous",0
2012-08-01,"MAT06","1","F5","5","Betula nana","old stems","old above","Deciduous",1.467
2012-08-01,"MAT06","2","F5","1","Betula nana","old stems","old above","Deciduous",5.422
2012-08-01,"MAT06","2","F5","2","Betula nana","old stems","old above","Deciduous",1.578
2012-08-01,"MAT06","2","F5","3","Betula nana","old stems","old above","Deciduous",5.082
2012-08-01,"MAT06","2","F5","4","Betula nana","old stems","old above","Deciduous",0.094
2012-08-01,"MAT06","2","F5","5","Betula nana","old stems","old above","Deciduous",0.288
2012-08-01,"MAT06","3","F5","1","Betula nana","old stems","old above","Deciduous",7.551
2012-08-01,"MAT06","3","F5","2","Betula nana","old stems","old above","Deciduous",0.789
2012-08-01,"MAT06","3","F5","3","Betula nana","old stems","old above","Deciduous",2.925
2012-08-01,"MAT06","3","F5","4","Betula nana","old stems","old above","Deciduous",2.895
2012-08-01,"MAT06","3","F5","5","Betula nana","old stems","old above","Deciduous",5.559
2012-08-01,"MAT06","1","F5","1","Betula nana","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","1","F5","2","Betula nana","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","1","F5","3","Betula nana","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","1","F5","4","Betula nana","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","1","F5","5","Betula nana","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","2","F5","1","Betula nana","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","2","F5","2","Betula nana","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","2","F5","3","Betula nana","inflor.","new above","Deciduous",0.782
2012-08-01,"MAT06","2","F5","4","Betula nana","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","2","F5","5","Betula nana","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","3","F5","1","Betula nana","inflor.","new above","Deciduous",0.013
2012-08-01,"MAT06","3","F5","2","Betula nana","inflor.","new above","Deciduous",0.043
2012-08-01,"MAT06","3","F5","3","Betula nana","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","3","F5","4","Betula nana","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","3","F5","5","Betula nana","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","1","F5","1","Betula nana","Below stems","below","Deciduous",5.38
2012-08-01,"MAT06","1","F5","2","Betula nana","Below stems","below","Deciduous",0
2012-08-01,"MAT06","1","F5","3","Betula nana","Below stems","below","Deciduous",0
2012-08-01,"MAT06","1","F5","4","Betula nana","Below stems","below","Deciduous",0
2012-08-01,"MAT06","1","F5","5","Betula nana","Below stems","below","Deciduous",5.212
