"Block","Treatment","Quad","Surface_area_cm2","Date_collected","Species","Tissue","Mass_g","Plot_tissue_ID","Growth_form","Notes"
2,"F1",1,400,2024-07-25,"Petfri","InflorStalks",0,NA,"Forb",NA
2,"F1",1,400,2024-07-25,"Petfri","BelowStem",0,NA,"Forb",NA
2,"F1",1,400,2024-07-25,"OtherForb","LeavesStems",0.016,"639","Forb",NA
2,"F1",1,400,2024-07-25,"OtherForb","InflorStalks",0,NA,"Forb",NA
2,"F1",1,400,2024-07-25,"OtherForb","BelowStem",0,"696","Forb",NA
2,"F1",1,400,2024-07-25,"Sphagnum","Green",8.045,"642","Moss",NA
2,"F1",1,400,2024-07-25,"OtherMoss","Green",3.91,"643","Moss",NA
2,"F1",1,400,2024-07-25,"Lichen","Live",0,"940","Lichen",NA
2,"F1",1,400,2024-07-25,"Attached","Wood",0,NA,"Litter",NA
2,"F1",1,400,2024-07-25,"Attached","Litter",0,"1016","Litter",NA
2,"F1",2,400,2024-07-25,"Erivag","BladeSheathInflCulm",0.369,"934","Graminoid",NA
2,"F1",2,400,2024-07-25,"Erivag","Rhizome",0,"992","Graminoid",NA
2,"F1",2,400,2024-07-25,"Carbig","BladeSheathInflCulm",0.4,"477","Graminoid",NA
2,"F1",2,400,2024-07-25,"Carbig","Rhizome",0.329,"480","Graminoid",NA
2,"F1",2,400,2024-07-25,"OtherGraminoid","BladeSheathInflCulm",0,NA,"Graminoid",NA
2,"F1",2,400,2024-07-25,"OtherGraminoid","Rhizome",0,"728","Graminoid",NA
2,"F1",2,400,2024-07-25,"Betnan","NewLeaves",0.142,"644","Deciduous",NA
2,"F1",2,400,2024-07-25,"Betnan","NewStems",0.235,"645","Deciduous",NA
2,"F1",2,400,2024-07-25,"Betnan","OldStems",1.269,"646","Deciduous",NA
2,"F1",2,400,2024-07-25,"Betnan","Inflor",0,"708","Deciduous",NA
2,"F1",2,400,2024-07-25,"Betnan","BelowStem",3.822,"647","Deciduous",NA
2,"F1",2,400,2024-07-25,"Salpul","NewLeaves",0,"635","Deciduous",NA
2,"F1",2,400,2024-07-25,"Salpul","NewStems",0,"636","Deciduous",NA
2,"F1",2,400,2024-07-25,"Salpul","OldStems",0,"637","Deciduous",NA
2,"F1",2,400,2024-07-25,"Salpul","Inflor",0,NA,"Deciduous",NA
2,"F1",2,400,2024-07-25,"Salpul","BelowStem",0,NA,"Deciduous",NA
2,"F1",2,400,2024-07-25,"Vaculi","NewLeaves",0.268,"631","Deciduous",NA
2,"F1",2,400,2024-07-25,"Vaculi","NewStems",0.068,"632","Deciduous",NA
2,"F1",2,400,2024-07-25,"Vaculi","OldStems",0.599,"633","Deciduous",NA
2,"F1",2,400,2024-07-25,"Vaculi","Inflor",0,NA,"Deciduous",NA
2,"F1",2,400,2024-07-25,"Vaculi","BelowStem",0.851,"634","Deciduous",NA
2,"F1",2,400,2024-07-25,"OtherDeciduous","NewLeaves",0,NA,"Deciduous",NA
2,"F1",2,400,2024-07-25,"OtherDeciduous","NewStems",0,NA,"Deciduous",NA
2,"F1",2,400,2024-07-25,"OtherDeciduous","OldStems",0,NA,"Deciduous",NA
2,"F1",2,400,2024-07-25,"OtherDeciduous","Inflor",0,NA,"Deciduous",NA
2,"F1",2,400,2024-07-25,"OtherDeciduous","BelowStem",0,NA,"Deciduous",NA
2,"F1",2,400,2024-07-25,"Ledpal","NewLeaves",0.986,"653","Evergreen",NA
2,"F1",2,400,2024-07-25,"Ledpal","NewStems",0.22,"654","Evergreen",NA
2,"F1",2,400,2024-07-25,"Ledpal","OldLeaves",0.204,"655","Evergreen",NA
2,"F1",2,400,2024-07-25,"Ledpal","OldStems",1.679,"656","Evergreen",NA
2,"F1",2,400,2024-07-25,"Ledpal","Inflor",0.028,"657","Evergreen",NA
2,"F1",2,400,2024-07-25,"Ledpal","BelowStem",3.919,"638","Evergreen",NA
2,"F1",2,400,2024-07-25,"Vacvit","NewLeaves",0.355,"648","Evergreen",NA
2,"F1",2,400,2024-07-25,"Vacvit","NewStems",0.082,"649","Evergreen",NA
2,"F1",2,400,2024-07-25,"Vacvit","OldLeaves",0.318,"950","Evergreen",NA
2,"F1",2,400,2024-07-25,"Vacvit","OldStems",0.485,"650","Evergreen",NA
2,"F1",2,400,2024-07-25,"Vacvit","Inflor",0.007,"651","Evergreen",NA
2,"F1",2,400,2024-07-25,"Vacvit","BelowStem",0.803,"652","Evergreen",NA
2,"F1",2,400,2024-07-25,"Castet","NewStems",0,NA,"Evergreen",NA
2,"F1",2,400,2024-07-25,"Castet","OldStems",0,NA,"Evergreen",NA
2,"F1",2,400,2024-07-25,"Castet","Inflor",0,NA,"Evergreen",NA
2,"F1",2,400,2024-07-25,"Castet","BelowStem",0,NA,"Evergreen",NA
2,"F1",2,400,2024-07-25,"OtherEvergreen","NewLeaves",0,"658","Evergreen",NA
2,"F1",2,400,2024-07-25,"OtherEvergreen","NewStems",0,"659","Evergreen",NA
2,"F1",2,400,2024-07-25,"OtherEvergreen","OldLeaves",0,"660","Evergreen",NA
2,"F1",2,400,2024-07-25,"OtherEvergreen","OldStems",0,"661","Evergreen",NA
2,"F1",2,400,2024-07-25,"OtherEvergreen","Inflor",0,"662","Evergreen",NA
2,"F1",2,400,2024-07-25,"OtherEvergreen","BelowStem",0,"663","Evergreen",NA
2,"F1",2,400,2024-07-25,"Rubcha","LeavesStems",0.352,"640","Forb",NA
2,"F1",2,400,2024-07-25,"Rubcha","InflorStalks",0.024,"957","Forb",NA
2,"F1",2,400,2024-07-25,"Rubcha","BelowStem",0.859,"641","Forb",NA
2,"F1",2,400,2024-07-25,"Petfri","LeavesStems",0,NA,"Forb",NA
2,"F1",2,400,2024-07-25,"Petfri","InflorStalks",0,NA,"Forb",NA
2,"F1",2,400,2024-07-25,"Petfri","BelowStem",0,NA,"Forb",NA
2,"F1",2,400,2024-07-25,"OtherForb","LeavesStems",0.124,"639","Forb",NA
2,"F1",2,400,2024-07-25,"OtherForb","InflorStalks",0,NA,"Forb",NA
2,"F1",2,400,2024-07-25,"OtherForb","BelowStem",0,"696","Forb",NA
2,"F1",2,400,2024-07-25,"Sphagnum","Green",0.82,"642","Moss",NA
2,"F1",2,400,2024-07-25,"OtherMoss","Green",1.006,"643","Moss",NA
2,"F1",2,400,2024-07-25,"Lichen","Live",0.6,"940","Lichen",NA
2,"F1",2,400,2024-07-25,"Attached","Wood",0,NA,"Litter",NA
2,"F1",2,400,2024-07-25,"Attached","Litter",0,"1016","Litter",NA
2,"F1",3,400,2024-07-25,"Erivag","BladeSheathInflCulm",3.146,"934","Graminoid",NA
2,"F1",3,400,2024-07-25,"Erivag","Rhizome",5.591,"992","Graminoid",NA
2,"F1",3,400,2024-07-25,"Carbig","BladeSheathInflCulm",0,"477","Graminoid",NA
2,"F1",3,400,2024-07-25,"Carbig","Rhizome",0,"480","Graminoid",NA
2,"F1",3,400,2024-07-25,"OtherGraminoid","BladeSheathInflCulm",0,NA,"Graminoid",NA
2,"F1",3,400,2024-07-25,"OtherGraminoid","Rhizome",0,"728","Graminoid",NA
2,"F1",3,400,2024-07-25,"Betnan","NewLeaves",0,"644","Deciduous",NA
2,"F1",3,400,2024-07-25,"Betnan","NewStems",0,"645","Deciduous",NA
2,"F1",3,400,2024-07-25,"Betnan","OldStems",0,"646","Deciduous",NA
2,"F1",3,400,2024-07-25,"Betnan","Inflor",0,"708","Deciduous",NA
2,"F1",3,400,2024-07-25,"Betnan","BelowStem",0.048,"647","Deciduous",NA
2,"F1",3,400,2024-07-25,"Salpul","NewLeaves",0.271,"635","Deciduous",NA
2,"F1",3,400,2024-07-25,"Salpul","NewStems",0.049,"636","Deciduous",NA
2,"F1",3,400,2024-07-25,"Salpul","OldStems",0.752,"637","Deciduous",NA
2,"F1",3,400,2024-07-25,"Salpul","Inflor",0,NA,"Deciduous",NA
2,"F1",3,400,2024-07-25,"Salpul","BelowStem",0,NA,"Deciduous",NA
2,"F1",3,400,2024-07-25,"Vaculi","NewLeaves",0.245,"631","Deciduous",NA
2,"F1",3,400,2024-07-25,"Vaculi","NewStems",0.071,"632","Deciduous",NA
2,"F1",3,400,2024-07-25,"Vaculi","OldStems",0.392,"633","Deciduous",NA
2,"F1",3,400,2024-07-25,"Vaculi","Inflor",0,NA,"Deciduous",NA
2,"F1",3,400,2024-07-25,"Vaculi","BelowStem",0.1,"634","Deciduous",NA
2,"F1",3,400,2024-07-25,"OtherDeciduous","NewLeaves",0,NA,"Deciduous",NA
2,"F1",3,400,2024-07-25,"OtherDeciduous","NewStems",0,NA,"Deciduous",NA
2,"F1",3,400,2024-07-25,"OtherDeciduous","OldStems",0,NA,"Deciduous",NA
2,"F1",3,400,2024-07-25,"OtherDeciduous","Inflor",0,NA,"Deciduous",NA
2,"F1",3,400,2024-07-25,"OtherDeciduous","BelowStem",0,NA,"Deciduous",NA
2,"F1",3,400,2024-07-25,"Ledpal","NewLeaves",0.458,"653","Evergreen",NA
2,"F1",3,400,2024-07-25,"Ledpal","NewStems",0.112,"654","Evergreen",NA
2,"F1",3,400,2024-07-25,"Ledpal","OldLeaves",0.204,"655","Evergreen",NA
2,"F1",3,400,2024-07-25,"Ledpal","OldStems",3.929,"656","Evergreen",NA
2,"F1",3,400,2024-07-25,"Ledpal","Inflor",0,"657","Evergreen",NA
2,"F1",3,400,2024-07-25,"Ledpal","BelowStem",6.337,"638","Evergreen",NA
2,"F1",3,400,2024-07-25,"Vacvit","NewLeaves",0.936,"648","Evergreen",NA
2,"F1",3,400,2024-07-25,"Vacvit","NewStems",0.137,"649","Evergreen",NA
2,"F1",3,400,2024-07-25,"Vacvit","OldLeaves",1.825,"950","Evergreen",NA
2,"F1",3,400,2024-07-25,"Vacvit","OldStems",0.875,"650","Evergreen",NA
2,"F1",3,400,2024-07-25,"Vacvit","Inflor",0.027,"651","Evergreen",NA
2,"F1",3,400,2024-07-25,"Vacvit","BelowStem",3.473,"652","Evergreen",NA
2,"F1",3,400,2024-07-25,"Castet","NewStems",0,NA,"Evergreen",NA
2,"F1",3,400,2024-07-25,"Castet","OldStems",0,NA,"Evergreen",NA
2,"F1",3,400,2024-07-25,"Castet","Inflor",0,NA,"Evergreen",NA
2,"F1",3,400,2024-07-25,"Castet","BelowStem",0,NA,"Evergreen",NA
2,"F1",3,400,2024-07-25,"OtherEvergreen","NewLeaves",0,"658","Evergreen",NA
2,"F1",3,400,2024-07-25,"OtherEvergreen","NewStems",0,"659","Evergreen",NA
2,"F1",3,400,2024-07-25,"OtherEvergreen","OldLeaves",0,"660","Evergreen",NA
2,"F1",3,400,2024-07-25,"OtherEvergreen","OldStems",0,"661","Evergreen",NA
2,"F1",3,400,2024-07-25,"OtherEvergreen","Inflor",0,"662","Evergreen",NA
2,"F1",3,400,2024-07-25,"OtherEvergreen","BelowStem",0,"663","Evergreen",NA
2,"F1",3,400,2024-07-25,"Rubcha","LeavesStems",0.231,"640","Forb",NA
2,"F1",3,400,2024-07-25,"Rubcha","InflorStalks",0,"957","Forb",NA
2,"F1",3,400,2024-07-25,"Rubcha","BelowStem",1.027,"641","Forb",NA
2,"F1",3,400,2024-07-25,"Petfri","LeavesStems",0,NA,"Forb",NA
2,"F1",3,400,2024-07-25,"Petfri","InflorStalks",0,NA,"Forb",NA
2,"F1",3,400,2024-07-25,"Petfri","BelowStem",0,NA,"Forb",NA
2,"F1",3,400,2024-07-25,"OtherForb","LeavesStems",0,"639","Forb",NA
2,"F1",3,400,2024-07-25,"OtherForb","InflorStalks",0,NA,"Forb",NA
2,"F1",3,400,2024-07-25,"OtherForb","BelowStem",0,"696","Forb",NA
2,"F1",3,400,2024-07-25,"Sphagnum","Green",0.256,"642","Moss",NA
2,"F1",3,400,2024-07-25,"OtherMoss","Green",2.302,"643","Moss",NA
2,"F1",3,400,2024-07-25,"Lichen","Live",2.885,"940","Lichen",NA
2,"F1",3,400,2024-07-25,"Attached","Wood",0,NA,"Litter",NA
2,"F1",3,400,2024-07-25,"Attached","Litter",0.202,"1016","Litter",NA
2,"F1",4,400,2024-07-25,"Erivag","BladeSheathInflCulm",0.052,"934","Graminoid",NA
2,"F1",4,400,2024-07-25,"Erivag","Rhizome",0.015,"992","Graminoid",NA
2,"F1",4,400,2024-07-25,"Carbig","BladeSheathInflCulm",0.35,"477","Graminoid",NA
2,"F1",4,400,2024-07-25,"Carbig","Rhizome",1.281,"480","Graminoid",NA
2,"F1",4,400,2024-07-25,"OtherGraminoid","BladeSheathInflCulm",0,NA,"Graminoid",NA
2,"F1",4,400,2024-07-25,"OtherGraminoid","Rhizome",0.236,"728","Graminoid",NA
2,"F1",4,400,2024-07-25,"Betnan","NewLeaves",0.16,"644","Deciduous",NA
2,"F1",4,400,2024-07-25,"Betnan","NewStems",0,"645","Deciduous",NA
2,"F1",4,400,2024-07-25,"Betnan","OldStems",0.794,"646","Deciduous",NA
2,"F1",4,400,2024-07-25,"Betnan","Inflor",0.029,"708","Deciduous",NA
2,"F1",4,400,2024-07-25,"Betnan","BelowStem",11.107,"647","Deciduous",NA
2,"F1",4,400,2024-07-25,"Salpul","NewLeaves",0,"635","Deciduous",NA
2,"F1",4,400,2024-07-25,"Salpul","NewStems",0,"636","Deciduous",NA
2,"F1",4,400,2024-07-25,"Salpul","OldStems",0,"637","Deciduous",NA
2,"F1",4,400,2024-07-25,"Salpul","Inflor",0,NA,"Deciduous",NA
2,"F1",4,400,2024-07-25,"Salpul","BelowStem",0,NA,"Deciduous",NA
2,"F1",4,400,2024-07-25,"Vaculi","NewLeaves",0.215,"631","Deciduous",NA
2,"F1",4,400,2024-07-25,"Vaculi","NewStems",0.097,"632","Deciduous",NA
2,"F1",4,400,2024-07-25,"Vaculi","OldStems",0.64,"633","Deciduous",NA
2,"F1",4,400,2024-07-25,"Vaculi","Inflor",0,NA,"Deciduous",NA
2,"F1",4,400,2024-07-25,"Vaculi","BelowStem",0.596,"634","Deciduous",NA
2,"F1",4,400,2024-07-25,"OtherDeciduous","NewLeaves",0,NA,"Deciduous",NA
2,"F1",4,400,2024-07-25,"OtherDeciduous","NewStems",0,NA,"Deciduous",NA
2,"F1",4,400,2024-07-25,"OtherDeciduous","OldStems",0,NA,"Deciduous",NA
2,"F1",4,400,2024-07-25,"OtherDeciduous","Inflor",0,NA,"Deciduous",NA
2,"F1",4,400,2024-07-25,"OtherDeciduous","BelowStem",0,NA,"Deciduous",NA
2,"F1",4,400,2024-07-25,"Ledpal","NewLeaves",2.043,"653","Evergreen",NA
2,"F1",4,400,2024-07-25,"Ledpal","NewStems",0.399,"654","Evergreen",NA
2,"F1",4,400,2024-07-25,"Ledpal","OldLeaves",0.443,"655","Evergreen",NA
2,"F1",4,400,2024-07-25,"Ledpal","OldStems",8.928,"656","Evergreen",NA
2,"F1",4,400,2024-07-25,"Ledpal","Inflor",0.343,"657","Evergreen",NA
2,"F1",4,400,2024-07-25,"Ledpal","BelowStem",15.311,"638","Evergreen",NA
2,"F1",4,400,2024-07-25,"Vacvit","NewLeaves",0.888,"648","Evergreen",NA
2,"F1",4,400,2024-07-25,"Vacvit","NewStems",0.216,"649","Evergreen",NA
2,"F1",4,400,2024-07-25,"Vacvit","OldLeaves",1.532,"950","Evergreen",NA
2,"F1",4,400,2024-07-25,"Vacvit","OldStems",0.999,"650","Evergreen",NA
2,"F1",4,400,2024-07-25,"Vacvit","Inflor",0.008,"651","Evergreen",NA
2,"F1",4,400,2024-07-25,"Vacvit","BelowStem",2.696,"652","Evergreen",NA
2,"F1",4,400,2024-07-25,"Castet","NewStems",0,NA,"Evergreen",NA
2,"F1",4,400,2024-07-25,"Castet","OldStems",0,NA,"Evergreen",NA
2,"F1",4,400,2024-07-25,"Castet","Inflor",0,NA,"Evergreen",NA
2,"F1",4,400,2024-07-25,"Castet","BelowStem",0,NA,"Evergreen",NA
2,"F1",4,400,2024-07-25,"OtherEvergreen","NewLeaves",0.394,"658","Evergreen",NA
2,"F1",4,400,2024-07-25,"OtherEvergreen","NewStems",0.062,"659","Evergreen",NA
2,"F1",4,400,2024-07-25,"OtherEvergreen","OldLeaves",0.688,"660","Evergreen",NA
2,"F1",4,400,2024-07-25,"OtherEvergreen","OldStems",2.689,"661","Evergreen",NA
2,"F1",4,400,2024-07-25,"OtherEvergreen","Inflor",0.078,"662","Evergreen",NA
2,"F1",4,400,2024-07-25,"OtherEvergreen","BelowStem",0.726,"663","Evergreen",NA
2,"F1",4,400,2024-07-25,"Rubcha","LeavesStems",0.604,"640","Forb",NA
2,"F1",4,400,2024-07-25,"Rubcha","InflorStalks",0.032,"957","Forb",NA
2,"F1",4,400,2024-07-25,"Rubcha","BelowStem",4.703,"641","Forb",NA
2,"F1",4,400,2024-07-25,"Petfri","LeavesStems",0,NA,"Forb",NA
2,"F1",4,400,2024-07-25,"Petfri","InflorStalks",0,NA,"Forb",NA
2,"F1",4,400,2024-07-25,"Petfri","BelowStem",0,NA,"Forb",NA
2,"F1",4,400,2024-07-25,"OtherForb","LeavesStems",0.133,"639","Forb",NA
2,"F1",4,400,2024-07-25,"OtherForb","InflorStalks",0,NA,"Forb",NA
2,"F1",4,400,2024-07-25,"OtherForb","BelowStem",2.903,"696","Forb",NA
2,"F1",4,400,2024-07-25,"Sphagnum","Green",0.023,"642","Moss",NA
2,"F1",4,400,2024-07-25,"OtherMoss","Green",0.38,"643","Moss",NA
2,"F1",4,400,2024-07-25,"Lichen","Live",0.021,"940","Lichen",NA
2,"F1",4,400,2024-07-25,"Attached","Wood",0,NA,"Litter",NA
2,"F1",4,400,2024-07-25,"Attached","Litter",0,"1016","Litter",NA
2,"F2",1,400,2024-07-25,"Erivag","BladeSheathInflCulm",2.601,"1112","Graminoid",NA
2,"F2",1,400,2024-07-25,"Erivag","Rhizome",2.807,"1113","Graminoid",NA
2,"F2",1,400,2024-07-25,"Carbig","BladeSheathInflCulm",0,"458","Graminoid",NA
2,"F2",1,400,2024-07-25,"Carbig","Rhizome",0,NA,"Graminoid",NA
2,"F2",1,400,2024-07-25,"OtherGraminoid","BladeSheathInflCulm",0,NA,"Graminoid",NA
2,"F2",1,400,2024-07-25,"OtherGraminoid","Rhizome",0,NA,"Graminoid",NA
2,"F2",1,400,2024-07-25,"Betnan","NewLeaves",0.285,"1082","Deciduous",NA
2,"F2",1,400,2024-07-25,"Betnan","NewStems",0,"1195","Deciduous",NA
2,"F2",1,400,2024-07-25,"Betnan","OldStems",0.859,"1083","Deciduous",NA
2,"F2",1,400,2024-07-25,"Betnan","Inflor",0,"1197","Deciduous",NA
2,"F2",1,400,2024-07-25,"Betnan","BelowStem",15.089,"1085","Deciduous",NA
2,"F2",1,400,2024-07-25,"Salpul","NewLeaves",0,"1173","Deciduous",NA
2,"F2",1,400,2024-07-25,"Salpul","NewStems",0,"1178","Deciduous",NA
2,"F2",1,400,2024-07-25,"Salpul","OldStems",0,"1176","Deciduous",NA
2,"F2",1,400,2024-07-25,"Salpul","Inflor",0,NA,"Deciduous",NA
2,"F2",1,400,2024-07-25,"Salpul","BelowStem",0,"1179","Deciduous",NA
2,"F2",1,400,2024-07-25,"Vaculi","NewLeaves",0.01,"1086","Deciduous",NA
2,"F2",1,400,2024-07-25,"Vaculi","NewStems",0,"1184","Deciduous",NA
2,"F2",1,400,2024-07-25,"Vaculi","OldStems",0.163,"1088","Deciduous",NA
2,"F2",1,400,2024-07-25,"Vaculi","Inflor",0,NA,"Deciduous",NA
2,"F2",1,400,2024-07-25,"Vaculi","BelowStem",0.524,"1089","Deciduous",NA
2,"F2",1,400,2024-07-25,"OtherDeciduous","NewLeaves",0,"454","Deciduous",NA
2,"F2",1,400,2024-07-25,"OtherDeciduous","NewStems",0,"457","Deciduous",NA
2,"F2",1,400,2024-07-25,"OtherDeciduous","OldStems",0,"460","Deciduous",NA
2,"F2",1,400,2024-07-25,"OtherDeciduous","Inflor",0,NA,"Deciduous",NA
2,"F2",1,400,2024-07-25,"OtherDeciduous","BelowStem",0,"463","Deciduous",NA
2,"F2",1,400,2024-07-25,"Ledpal","NewLeaves",0.632,"1091","Evergreen",NA
2,"F2",1,400,2024-07-25,"Ledpal","NewStems",0.151,"1092","Evergreen",NA
2,"F2",1,400,2024-07-25,"Ledpal","OldLeaves",0.331,"1094","Evergreen",NA
2,"F2",1,400,2024-07-25,"Ledpal","OldStems",3.918,"1095","Evergreen",NA
2,"F2",1,400,2024-07-25,"Ledpal","Inflor",0.383,"1097","Evergreen",NA
2,"F2",1,400,2024-07-25,"Ledpal","BelowStem",5.466,"1098","Evergreen",NA
2,"F2",1,400,2024-07-25,"Vacvit","NewLeaves",0.702,"1100","Evergreen",NA
2,"F2",1,400,2024-07-25,"Vacvit","NewStems",0.129,"1101","Evergreen",NA
2,"F2",1,400,2024-07-25,"Vacvit","OldLeaves",1.442,"1103","Evergreen",NA
2,"F2",1,400,2024-07-25,"Vacvit","OldStems",1.659,"1104","Evergreen",NA
2,"F2",1,400,2024-07-25,"Vacvit","Inflor",0.01,"1106","Evergreen",NA
2,"F2",1,400,2024-07-25,"Vacvit","BelowStem",0.692,"1107","Evergreen",NA
2,"F2",1,400,2024-07-25,"Castet","NewStems",0,NA,"Evergreen",NA
2,"F2",1,400,2024-07-25,"Castet","OldStems",0,NA,"Evergreen",NA
2,"F2",1,400,2024-07-25,"Castet","Inflor",0,NA,"Evergreen",NA
2,"F2",1,400,2024-07-25,"Castet","BelowStem",0,NA,"Evergreen",NA
2,"F2",1,400,2024-07-25,"OtherEvergreen","NewLeaves",0.258,"1115","Evergreen",NA
2,"F2",1,400,2024-07-25,"OtherEvergreen","NewStems",0.031,"1116","Evergreen",NA
2,"F2",1,400,2024-07-25,"OtherEvergreen","OldLeaves",0.61,"1117","Evergreen",NA
2,"F2",1,400,2024-07-25,"OtherEvergreen","OldStems",0.677,"1118","Evergreen",NA
2,"F2",1,400,2024-07-25,"OtherEvergreen","Inflor",0.018,"1119","Evergreen",NA
2,"F2",1,400,2024-07-25,"OtherEvergreen","BelowStem",0.218,"1120","Evergreen",NA
2,"F2",1,400,2024-07-25,"Rubcha","LeavesStems",0.479,"1109","Forb",NA
2,"F2",1,400,2024-07-25,"Rubcha","InflorStalks",0,NA,"Forb",NA
2,"F2",1,400,2024-07-25,"Rubcha","BelowStem",1.019,"1110","Forb",NA
2,"F2",1,400,2024-07-25,"Petfri","LeavesStems",0,NA,"Forb",NA
2,"F2",1,400,2024-07-25,"Petfri","InflorStalks",0,NA,"Forb",NA
2,"F2",1,400,2024-07-25,"Petfri","BelowStem",0,NA,"Forb",NA
2,"F2",1,400,2024-07-25,"OtherForb","LeavesStems",0,"1148","Forb",NA
2,"F2",1,400,2024-07-25,"OtherForb","InflorStalks",0,NA,"Forb",NA
2,"F2",1,400,2024-07-25,"OtherForb","BelowStem",0,NA,"Forb",NA
2,"F2",1,400,2024-07-25,"Sphagnum","Green",0,"1177","Moss",NA
2,"F2",1,400,2024-07-25,"OtherMoss","Green",4.913,"1108","Moss",NA
2,"F2",1,400,2024-07-25,"Lichen","Live",0.017,"1111","Lichen",NA
2,"F2",1,400,2024-07-25,"Attached","Wood",0,NA,"Litter",NA
2,"F2",1,400,2024-07-25,"Attached","Litter",0.043,"1114","Litter",NA
2,"F2",2,400,2024-07-25,"Erivag","BladeSheathInflCulm",0.461,"1112","Graminoid",NA
2,"F2",2,400,2024-07-25,"Erivag","Rhizome",0.279,"1113","Graminoid",NA
2,"F2",2,400,2024-07-25,"Carbig","BladeSheathInflCulm",0,"458","Graminoid",NA
2,"F2",2,400,2024-07-25,"Carbig","Rhizome",0,NA,"Graminoid",NA
2,"F2",2,400,2024-07-25,"OtherGraminoid","BladeSheathInflCulm",0,NA,"Graminoid",NA
2,"F2",2,400,2024-07-25,"OtherGraminoid","Rhizome",0,NA,"Graminoid",NA
2,"F2",2,400,2024-07-25,"Betnan","NewLeaves",1.652,"1082","Deciduous",NA
2,"F2",2,400,2024-07-25,"Betnan","NewStems",0.571,"1195","Deciduous",NA
2,"F2",2,400,2024-07-25,"Betnan","OldStems",3.635,"1083","Deciduous",NA
2,"F2",2,400,2024-07-25,"Betnan","Inflor",0.079,"1197","Deciduous",NA
2,"F2",2,400,2024-07-25,"Betnan","BelowStem",7.669,"1085","Deciduous",NA
2,"F2",2,400,2024-07-25,"Salpul","NewLeaves",0.339,"1173","Deciduous",NA
2,"F2",2,400,2024-07-25,"Salpul","NewStems",0.087,"1178","Deciduous",NA
2,"F2",2,400,2024-07-25,"Salpul","OldStems",2.243,"1176","Deciduous",NA
2,"F2",2,400,2024-07-25,"Salpul","Inflor",0,NA,"Deciduous",NA
2,"F2",2,400,2024-07-25,"Salpul","BelowStem",0.799,"1179","Deciduous",NA
2,"F2",2,400,2024-07-25,"Vaculi","NewLeaves",0.017,"1086","Deciduous",NA
2,"F2",2,400,2024-07-25,"Vaculi","NewStems",0.004,"1184","Deciduous",NA
2,"F2",2,400,2024-07-25,"Vaculi","OldStems",0.306,"1088","Deciduous",NA
2,"F2",2,400,2024-07-25,"Vaculi","Inflor",0,NA,"Deciduous",NA
2,"F2",2,400,2024-07-25,"Vaculi","BelowStem",3.237,"1089","Deciduous",NA
2,"F2",2,400,2024-07-25,"OtherDeciduous","NewLeaves",0,"454","Deciduous",NA
2,"F2",2,400,2024-07-25,"OtherDeciduous","NewStems",0,"457","Deciduous",NA
2,"F2",2,400,2024-07-25,"OtherDeciduous","OldStems",0,"460","Deciduous",NA
2,"F2",2,400,2024-07-25,"OtherDeciduous","Inflor",0,NA,"Deciduous",NA
2,"F2",2,400,2024-07-25,"OtherDeciduous","BelowStem",0,"463","Deciduous",NA
2,"F2",2,400,2024-07-25,"Ledpal","NewLeaves",0.832,"1091","Evergreen",NA
2,"F2",2,400,2024-07-25,"Ledpal","NewStems",0.276,"1092","Evergreen",NA
2,"F2",2,400,2024-07-25,"Ledpal","OldLeaves",0.805,"1094","Evergreen",NA
2,"F2",2,400,2024-07-25,"Ledpal","OldStems",3.03,"1095","Evergreen",NA
2,"F2",2,400,2024-07-25,"Ledpal","Inflor",0.029,"1097","Evergreen",NA
2,"F2",2,400,2024-07-25,"Ledpal","BelowStem",2.513,"1098","Evergreen",NA
2,"F2",2,400,2024-07-25,"Vacvit","NewLeaves",2.963,"1100","Evergreen",NA
2,"F2",2,400,2024-07-25,"Vacvit","NewStems",0.68,"1101","Evergreen",NA
2,"F2",2,400,2024-07-25,"Vacvit","OldLeaves",6.364,"1103","Evergreen",NA
2,"F2",2,400,2024-07-25,"Vacvit","OldStems",3.276,"1104","Evergreen",NA
2,"F2",2,400,2024-07-25,"Vacvit","Inflor",0.041,"1106","Evergreen",NA
2,"F2",2,400,2024-07-25,"Vacvit","BelowStem",6.797,"1107","Evergreen",NA
2,"F2",2,400,2024-07-25,"Castet","NewStems",0,NA,"Evergreen",NA
2,"F2",2,400,2024-07-25,"Castet","OldStems",0,NA,"Evergreen",NA
2,"F2",2,400,2024-07-25,"Castet","Inflor",0,NA,"Evergreen",NA
2,"F2",2,400,2024-07-25,"Castet","BelowStem",0,NA,"Evergreen",NA
2,"F2",2,400,2024-07-25,"OtherEvergreen","NewLeaves",0.006,"1115","Evergreen",NA
2,"F2",2,400,2024-07-25,"OtherEvergreen","NewStems",0.001,"1116","Evergreen",NA
2,"F2",2,400,2024-07-25,"OtherEvergreen","OldLeaves",0.006,"1117","Evergreen",NA
2,"F2",2,400,2024-07-25,"OtherEvergreen","OldStems",0.271,"1118","Evergreen",NA
2,"F2",2,400,2024-07-25,"OtherEvergreen","Inflor",0,"1119","Evergreen",NA
2,"F2",2,400,2024-07-25,"OtherEvergreen","BelowStem",0.266,"1120","Evergreen",NA
2,"F2",2,400,2024-07-25,"Rubcha","LeavesStems",0.714,"1109","Forb",NA
